drug	organism	mg_per_L	comment
Daptomycin	Streptococcus pyogenes	0.25	
Doripenem	Streptococcus pyogenes	0.016	
Doxycycline	Streptococcus pyogenes	0.5	
Ertapenem	Streptococcus pyogenes	NA	missing
Erythromycin	Streptococcus pyogenes	0.25	
Fosfomycin	Streptococcus pyogenes	NA	missing
Fusidic acid	Streptococcus pyogenes	16	
Gatifloxacin	Streptococcus pyogenes	1	
Gemifloxacin	Streptococcus pyogenes	NA	missing
Gentamicin	Streptococcus pyogenes	NA	missing
Imipenem	Streptococcus pyogenes	0.064	
Levofloxacin	Streptococcus pyogenes	2	
Linezolid	Streptococcus pyogenes	2	
Loracarbef	Streptococcus pyogenes	NA	missing
Meropenem	Streptococcus pyogenes	NA	missing
Minocycline	Streptococcus pyogenes	0.5	
Moxifloxacin	Streptococcus pyogenes	0.5	
Mupirocin	Streptococcus pyogenes	0.5	
Ofloxacin	Streptococcus pyogenes	4	
Oxacillin	Streptococcus pyogenes	NA	missing
Phenoxymethylpenicillin	Streptococcus pyogenes	NA	missing
Piperacillin-Tazobactam	Streptococcus pyogenes	0.25	
Quinupristin-Dalfopristin	Streptococcus pyogenes	NA	missing
Retapamulin	Streptococcus pyogenes	0.125	
Roxithromycin	Streptococcus pyogenes	NA	missing
Sparfloxacin	Streptococcus pyogenes	NA	missing
Spiramycin	Streptococcus pyogenes	NA	missing
Teicoplanin	Streptococcus pyogenes	0.5	
Telithromycin	Streptococcus pyogenes	0.125	
Tetracycline	Streptococcus pyogenes	1	
Tigecycline	Streptococcus pyogenes	0.25	
Tobramycin	Streptococcus pyogenes	NA	missing
Trimethoprim	Streptococcus pyogenes	NA	missing
Trimethoprim-Sulfamethoxazole	Streptococcus pyogenes	0.5	
Vancomycin	Streptococcus pyogenes	1	
Ampicillin	Streptococcus salivarius	NA	missing
Benzylpenicillin	Streptococcus salivarius	0.25	
Cefepime	Streptococcus salivarius	NA	missing
Ceftriaxone	Streptococcus salivarius	NA	missing
Ciprofloxacin	Streptococcus salivarius	NA	missing
Doripenem	Streptococcus salivarius	NA	missing
Moxifloxacin	Streptococcus salivarius	0.5	
Vancomycin	Streptococcus salivarius	1	
Ampicillin	Streptococcus sanguinis	NA	missing
Benzylpenicillin	Streptococcus sanguinis	0.25	
Cefepime	Streptococcus sanguinis	NA	missing
Ceftriaxone	Streptococcus sanguinis	NA	missing
Ciprofloxacin	Streptococcus sanguinis	NA	missing
Doripenem	Streptococcus sanguinis	NA	missing
Levofloxacin	Streptococcus sanguinis	2	
Linezolid	Streptococcus sanguinis	NA	missing
Moxifloxacin	Streptococcus sanguinis	0.5	
Vancomycin	Streptococcus sanguinis	1	
Erythromycin	Streptococcus thermophilus	NA	missing
Gentamicin	Streptococcus thermophilus	NA	missing
Streptomycin	Streptococcus thermophilus	NA	missing
Tetracycline	Streptococcus thermophilus	NA	missing
Ciprofloxacin	Streptococcus uberis	NA	missing
Benzylpenicillin	Streptococcus vestibularis	0.25	
Amoxicillin	Streptococcus viridans group	NA	missing
Ampicillin	Streptococcus viridans group	NA	missing
Benzylpenicillin	Streptococcus viridans group	0.25	
Cefadroxil	Streptococcus viridans group	NA	missing
Cefalothin (a.k.a. Cefalotin)	Streptococcus viridans group	NA	missing
Cefixime	Streptococcus viridans group	NA	missing
Cefotaxime	Streptococcus viridans group	NA	missing
Ceftazidime	Streptococcus viridans group	NA	missing
Ceftibuten	Streptococcus viridans group	NA	missing
Ceftobiprole	Streptococcus viridans group	NA	missing
Ciprofloxacin	Streptococcus viridans group	NA	missing
Clindamycin	Streptococcus viridans group	0.25	
Daptomycin	Streptococcus viridans group	1	
Doripenem	Streptococcus viridans group	NA	missing
Doxycycline	Streptococcus viridans group	NA	missing
Ertapenem	Streptococcus viridans group	NA	missing
Erythromycin	Streptococcus viridans group	0.25	
Gatifloxacin	Streptococcus viridans group	NA	missing
Gentamicin	Streptococcus viridans group	NA	missing
Imipenem	Streptococcus viridans group	0.125	
Levofloxacin	Streptococcus viridans group	2	
Linezolid	Streptococcus viridans group	2	
Meropenem	Streptococcus viridans group	0.125	
Minocycline	Streptococcus viridans group	0.5	
Moxifloxacin	Streptococcus viridans group	0.5	
Netilmicin	Streptococcus viridans group	NA	missing
Norfloxacin	Streptococcus viridans group	NA	missing
Ofloxacin	Streptococcus viridans group	NA	missing
Oxacillin	Streptococcus viridans group	NA	missing
Phenoxymethylpenicillin	Streptococcus viridans group	NA	missing
Piperacillin	Streptococcus viridans group	NA	missing
Piperacillin-Tazobactam	Streptococcus viridans group	NA	missing
Quinupristin-Dalfopristin	Streptococcus viridans group	NA	missing
Sparfloxacin	Streptococcus viridans group	NA	missing
Teicoplanin	Streptococcus viridans group	0.5	
Telithromycin	Streptococcus viridans group	NA	missing
Tetracycline	Streptococcus viridans group	2	
Tigecycline	Streptococcus viridans group	NA	missing
Vancomycin	Streptococcus viridans group	1	
Cefepime	Yersinia enterocolitica	0.5	
Cefotaxime	Yersinia enterocolitica	1	
Ciprofloxacin	Yersinia enterocolitica	0.25	
Doxycycline	Yersinia enterocolitica	2	
Gentamicin	Yersinia enterocolitica	NA	missing
Imipenem	Yersinia enterocolitica	NA	missing
Levofloxacin	Yersinia enterocolitica	0.125	
Minocycline	Yersinia enterocolitica	4	
Ofloxacin	Yersinia enterocolitica	NA	missing
Tetracycline	Yersinia enterocolitica	4	
Trimethoprim	Yersinia enterocolitica	4	
Trimethoprim-Sulfamethoxazole	Yersinia enterocolitica	0.5	
Ampicillin	Yersinia spp	NA	missing
Cefalothin (a.k.a. Cefalotin)	Yersinia spp	NA	missing
Ciprofloxacin	Yersinia spp	NA	missing
Gentamicin	Yersinia spp	NA	missing
Nalidixic acid	Yersinia spp	NA	missing
Streptomycin	Yersinia spp	NA	missing
Tetracycline	Yersinia spp	NA	missing
