drug	organism	mg_per_L	comment
Clindamycin	Campylobacter coli	1	NA
Clindamycin	Campylobacter jejuni	0.5	NA
Clindamycin	Campylobacter upsaliensis	NA	unspecified
Clindamycin	Clostridioides difficile	16	NA
Clindamycin	Clostridium perfringens	0.125	tentative
Clindamycin	Corynebacterium diphtheriae	0.5	NA
Clindamycin	Corynebacterium ulcerans	4	NA
Clindamycin	Enterococcus cecorum	NA	insufficient data
Clindamycin	Enterococcus faecalis	NA	insufficient data
Clindamycin	Haemophilus influenzae	NA	insufficient data
Clindamycin	Lactobacillus acidophilus	NA	unspecified
Clindamycin	Lactobacillus crispatus	NA	unspecified
Clindamycin	Lactobacillus delbrueckii	NA	insufficient data
Clindamycin	Lactobacillus gasseri	NA	insufficient data
Clindamycin	Lactobacillus helveticus	NA	insufficient data
Clindamycin	Lactobacillus johnsonii	NA	insufficient data
Clindamycin	Lactobacillus lactis	NA	insufficient data
Clindamycin	Lactobacillus plantarum	NA	insufficient data
Clindamycin	Lactobacillus reuteri	NA	insufficient data
Clindamycin	Lactococcus lactis	NA	insufficient data
Clindamycin	Pasteurella multocida	NA	insufficient data
Clindamycin	Rothia aeria	NA	unspecified
Clindamycin	Rothia dentocariosa	NA	insufficient data
Clindamycin	Rothia mucilaginosa	NA	insufficient data
Clindamycin	Staphylococcus aureus	0.25	NA
Clindamycin	Staphylococcus aureus ATCC 29213	NA	insufficient data
Clindamycin	Staphylococcus aureus MRSA	0.25	tentative
Clindamycin	Staphylococcus aureus MSSA	0.25	NA
Clindamycin	Staphylococcus epidermidis	0.5	tentative
Clindamycin	Staphylococcus epidermidis MSSE	NA	unspecified
Clindamycin	Staphylococcus haemolyticus	0.5	tentative
Clindamycin	Staphylococcus hyicus	NA	insufficient data
Clindamycin	Staphylococcus lugdunensis	NA	insufficient data
Clindamycin	Staphylococcus pseudintermedius	0.25	NA
Clindamycin	Staphylococcus warneri	NA	insufficient data
Clindamycin	Streptococcus acidominimus	NA	insufficient data
Clindamycin	Streptococcus agalactiae	0.25	NA
Clindamycin	Streptococcus anginosus	0.25	tentative
Clindamycin	Streptococcus anginosus group	NA	unspecified
Clindamycin	Streptococcus bovis equinus group	NA	unspecified
Clindamycin	Streptococcus canis	NA	insufficient data
Clindamycin	Streptococcus constellatus	NA	unspecified
Clindamycin	Streptococcus dysgalactiae	0.5	NA
Clindamycin	Streptococcus equi subspecies equi	NA	unspecified
Clindamycin	Streptococcus equi subspecies zooepidemicus	NA	unspecified
Clindamycin	Streptococcus equinus	NA	insufficient data
Clindamycin	Streptococcus equisimilis	NA	insufficient data
Clindamycin	Streptococcus group G	0.5	tentative
Clindamycin	Streptococcus mitis	NA	unspecified
Clindamycin	Streptococcus mitis group	NA	unspecified
Clindamycin	Streptococcus oralis	0.25	NA
Clindamycin	Streptococcus pneumoniae	0.25	NA
Clindamycin	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Clindamycin	Streptococcus pyogenes	0.25	NA
Clindamycin	Streptococcus salivarius group	NA	unspecified
Clindamycin	Streptococcus sanguinis	NA	unspecified
Clindamycin	Streptococcus sanguinis group	NA	unspecified
Clindamycin	Streptococcus suis	0.5	NA
Clindamycin	Streptococcus thermophilus	NA	insufficient data
Clindamycin	Streptococcus uberis	0.25	NA
Clindamycin	Yersinia enterocolitica	NA	insufficient data
Clofazimine	Mycobacterium tuberculosis 7H9	NA	unspecified
Cloxacillin	Staphylococcus aureus	NA	insufficient data
Cloxacillin	Staphylococcus hyicus	NA	insufficient data
Cloxacillin	Staphylococcus pseudintermedius	1	tentative
Cloxacillin	Streptococcus agalactiae	NA	unspecified
Cloxacillin	Streptococcus canis	0.5	tentative
Cloxacillin	Streptococcus dysgalactiae	0.25	NA
Cloxacillin	Streptococcus equi subspecies zooepidemicus	NA	unspecified
Cloxacillin	Streptococcus equisimilis	NA	insufficient data
Cloxacillin	Streptococcus suis	NA	unspecified
Cloxacillin	Streptococcus uberis	1	NA
Colistin	Achromobacter xylosoxidans	NA	insufficient data
Colistin	Acinetobacter baumannii	2	tentative
Colistin	Acinetobacter pittii	NA	insufficient data
Colistin	Aeromonas caviae	NA	unspecified
Colistin	Aeromonas hydrophila	NA	unspecified
Colistin	Aeromonas veronii	NA	unspecified
Colistin	Citrobacter freundii	NA	insufficient data
Colistin	Enterobacter cloacae	2	NA
Colistin	Escherichia coli	2	NA
Colistin	Escherichia coli ATCC 25922	NA	insufficient data
Colistin	Escherichia coli NCTC 13846	NA	insufficient data
Colistin	Klebsiella aerogenes	2	NA
Colistin	Klebsiella oxytoca	2	NA
Colistin	Klebsiella pneumoniae	2	NA
Colistin	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Colistin	Pseudomonas aeruginosa	4	NA
Colistin	Pseudomonas aeruginosa ATCC 27853	NA	insufficient data
Colistin	Pseudomonas putida group	NA	insufficient data
Colistin	Salmonella Dublin	16	tentative
Cyclerosine	Mycobacterium tuberculosis 7H9	NA	unspecified
Dalbavancin	Clostridium perfringens	NA	insufficient data
Dalbavancin	Clostridium ramnosum	NA	insufficient data
Dalbavancin	Enterococcus faecalis	NA	insufficient data
Dalbavancin	Enterococcus faecalis ATCC 29212	NA	insufficient data
Dalbavancin	Enterococcus faecium	NA	insufficient data
Dalbavancin	Nocardia abscessus	NA	insufficient data
Dalbavancin	Nocardia cyriacigeorgica	NA	insufficient data
Dalbavancin	Nocardia nova	NA	insufficient data
Dalbavancin	Staphylococcus aureus	0.25	NA
Dalbavancin	Staphylococcus aureus ATCC 29213	NA	insufficient data
Dalbavancin	Staphylococcus epidermidis	NA	insufficient data
Dalbavancin	Staphylococcus haemolyticus	NA	insufficient data
Dalbavancin	Staphylococcus hominis	NA	insufficient data
Dalbavancin	Staphylococcus lugdunensis	NA	insufficient data
Dalbavancin	Staphylococcus saprophyticus	NA	insufficient data
Dalbavancin	Staphylococcus warneri	NA	insufficient data
Dalbavancin	Staphylococcus xylosus	NA	insufficient data
Dalbavancin	Streptococcus agalactiae	0.125	NA
Dalbavancin	Streptococcus anginosus	NA	unspecified
Dalbavancin	Streptococcus anginosus group	NA	unspecified
Dalbavancin	Streptococcus bovis equinus group	NA	unspecified
Dalbavancin	Streptococcus constellatus	NA	unspecified
Dalbavancin	Streptococcus group G	NA	insufficient data
Dalbavancin	Streptococcus mitis	NA	unspecified
Dalbavancin	Streptococcus mitis group	NA	unspecified
Dalbavancin	Streptococcus oralis	NA	unspecified
Dalbavancin	Streptococcus pyogenes	0.03	NA
Dalbavancin	Streptococcus salivarius	NA	unspecified
Dalbavancin	Streptococcus salivarius group	NA	unspecified
Dalbavancin	Streptococcus sanguinis	NA	unspecified
Dalbavancin	Streptococcus sanguinis group	NA	unspecified
Daptomycin	Clostridioides difficile	NA	insufficient data
Daptomycin	Enterococcus faecalis	4	NA
Daptomycin	Enterococcus faecalis ATCC 29212	NA	insufficient data
Daptomycin	Enterococcus faecium	8	NA
Daptomycin	Kocuria kristinae	NA	insufficient data
Daptomycin	Listeria monocytogenes	8	tentative
Daptomycin	Rothia aeria	NA	insufficient data
Daptomycin	Rothia dentocariosa	NA	insufficient data
Daptomycin	Staphylococcus aureus	1	NA
Daptomycin	Staphylococcus aureus ATCC 29213	NA	insufficient data
Daptomycin	Staphylococcus aureus MRSA	1	tentative
Daptomycin	Staphylococcus aureus MSSA	1	tentative
Daptomycin	Staphylococcus capitis	NA	insufficient data
Daptomycin	Staphylococcus epidermidis	1	NA
Daptomycin	Staphylococcus epidermidis MSSE	NA	unspecified
Daptomycin	Staphylococcus haemolyticus	1	tentative
Daptomycin	Staphylococcus hominis	1	tentative
Daptomycin	Staphylococcus lugdunensis	NA	insufficient data
Daptomycin	Staphylococcus saprophyticus	NA	insufficient data
Daptomycin	Staphylococcus warneri	NA	insufficient data
Daptomycin	Streptococcus agalactiae	0.5	NA
Daptomycin	Streptococcus bovis	NA	insufficient data
Daptomycin	Streptococcus group G	0.125	tentative
Daptomycin	Streptococcus mitis	NA	insufficient data
Daptomycin	Streptococcus oralis	2	tentative
Daptomycin	Streptococcus pneumoniae	0.5	tentative
Daptomycin	Streptococcus pyogenes	0.25	tentative
Delafloxacin	Acinetobacter baumannii	1	NA
Delafloxacin	Citrobacter freundii	0.25	tentative
Delafloxacin	Citrobacter koseri	0.125	tentative
Delafloxacin	Enterobacter cloacae	0.5	NA
Delafloxacin	Enterococcus faecalis	0.5	NA
Delafloxacin	Enterococcus faecium	NA	insufficient data
Delafloxacin	Escherichia coli	0.125	NA
Delafloxacin	Haemophilus influenzae	NA	insufficient data
Delafloxacin	Haemophilus parainfluenzae	NA	insufficient data
Delafloxacin	Klebsiella aerogenes	0.5	NA
Delafloxacin	Klebsiella oxytoca	0.5	NA
Delafloxacin	Klebsiella pneumoniae	0.25	NA
Delafloxacin	Proteus mirabilis	0.25	NA
Delafloxacin	Proteus vulgaris	NA	insufficient data
Delafloxacin	Pseudomonas aeruginosa	2	NA
Delafloxacin	Staphylococcus aureus	0.016	NA
Delafloxacin	Staphylococcus aureus MRSA	0.016	NA
Delafloxacin	Staphylococcus aureus MSSA	0.016	NA
Delafloxacin	Staphylococcus epidermidis	0.03	tentative
Delafloxacin	Staphylococcus haemolyticus	0.016	NA
Delafloxacin	Staphylococcus hominis	0.016	NA
Delafloxacin	Staphylococcus lugdunensis	0.06	NA
Delafloxacin	Streptococcus agalactiae	0.06	NA
Delafloxacin	Streptococcus anginosus	0.03	NA
Delafloxacin	Streptococcus constellatus	NA	unspecified
Delafloxacin	Streptococcus dysgalactiae	0.06	NA
Delafloxacin	Streptococcus mitis	NA	insufficient data
Delafloxacin	Streptococcus pneumoniae	0.06	NA
Delafloxacin	Streptococcus pyogenes	0.03	NA
Delamanid	Mycobacterium tuberculosis 7H11	0.03	NA
Delamanid	Mycobacterium tuberculosis MGIT 960	NA	insufficient data
Dihydrostreptomycin	Pasteurella multocida	NA	unspecified
Doripenem	Acinetobacter baumannii	1	NA
Doripenem	Acinetobacter pittii	NA	insufficient data
Doripenem	Alcaligenes xylosoxidans	NA	insufficient data
Doripenem	Bacteroides fragilis	NA	insufficient data
Doripenem	Bacteroides fragilis group	NA	insufficient data
Doripenem	Bacteroides thetaiotaomicron	NA	insufficient data
Doripenem	Clostridioides difficile	NA	insufficient data
Doripenem	Enterobacter cloacae	0.125	NA
Doripenem	Enterococcus avium	NA	insufficient data
Doripenem	Enterococcus faecalis	16	NA
Doripenem	Enterococcus gallinarum	NA	insufficient data
Doripenem	Escherichia coli	0.06	tentative
Doripenem	Haemophilus influenzae	0.5	tentative
Doripenem	Klebsiella aerogenes	0.25	tentative
Doripenem	Klebsiella oxytoca	0.125	tentative
Doripenem	Klebsiella pneumoniae	0.125	NA
Doripenem	Moraxella catarrhalis	NA	insufficient data
Doripenem	Morganella morganii	1	NA
Doripenem	Proteus mirabilis	0.5	NA
Doripenem	Proteus vulgaris	0.5	NA
Doripenem	Pseudomonas aeruginosa	2	NA
Doripenem	Serratia liquefaciens	NA	insufficient data
Doripenem	Serratia marcescens	0.5	NA
Doripenem	Staphylococcus aureus	NA	unspecified
Doripenem	Staphylococcus aureus MRSA	0.125	NA
Doripenem	Staphylococcus aureus MSSA	0.125	tentative
Doripenem	Staphylococcus epidermidis	NA	insufficient data
Doripenem	Staphylococcus epidermidis MSSE	NA	insufficient data
Doripenem	Staphylococcus lugdunensis	NA	insufficient data
Doripenem	Streptococcus agalactiae	NA	unspecified
Doripenem	Streptococcus pyogenes	0.016	tentative
Doripenem	Streptococcus sanguinis	NA	unspecified
Doxycycline	Actinobacillus pleuropneumoniae	2	NA
Doxycycline	Actinomyces israelii	NA	insufficient data
Doxycycline	Bacillus anthracis	0.06	NA
Doxycycline	Brucella melitensis	0.25	NA
Doxycycline	Burkholderia pseudomallei	2	NA
Doxycycline	Campylobacter coli	1	tentative
Doxycycline	Campylobacter jejuni	0.5	tentative
Doxycycline	Citrobacter freundii	8	tentative
Doxycycline	Corynebacterium diphtheriae	0.25	tentative
Doxycycline	Corynebacterium ulcerans	0.5	tentative
Doxycycline	Enterobacter cloacae	8	tentative
Doxycycline	Enterococcus faecalis	1	NA
Doxycycline	Enterococcus faecalis ATCC 29212	NA	insufficient data
Doxycycline	Enterococcus faecium	0.5	NA
Doxycycline	Escherichia coli	8	NA
Doxycycline	Haemophilus influenzae	1	tentative
Doxycycline	Haemophilus influenzae ATCC 49247	NA	insufficient data
Doxycycline	Haemophilus influenzae ATCC 49766	NA	insufficient data
Doxycycline	Kingella kingae	NA	insufficient data
Doxycycline	Klebsiella aerogenes	NA	insufficient data
Doxycycline	Klebsiella oxytoca	4	tentative
Doxycycline	Klebsiella pneumoniae	4	NA
Doxycycline	Kocuria kristinae	NA	insufficient data
Doxycycline	Legionella pneumophila	NA	insufficient data
Doxycycline	Mannheimia haemolytica	2	NA
Doxycycline	Moraxella catarrhalis	NA	insufficient data
Doxycycline	Morganella morganii	NA	insufficient data
Doxycycline	Mycobacterium marinum	NA	insufficient data
Doxycycline	Pasteurella multocida	1	NA
Doxycycline	Proteus vulgaris	NA	insufficient data
Doxycycline	Pseudomonas aeruginosa	64	tentative
Doxycycline	Rothia aeria	NA	insufficient data
Doxycycline	Rothia dentocariosa	NA	insufficient data
Doxycycline	Rothia mucilaginosa	NA	insufficient data
Doxycycline	Salmonella enterica	8	NA
Doxycycline	Serratia marcescens	NA	insufficient data
Doxycycline	Staphylococcus aureus	0.5	NA
Doxycycline	Staphylococcus aureus ATCC 29213	NA	insufficient data
Doxycycline	Staphylococcus haemolyticus	NA	insufficient data
Doxycycline	Staphylococcus hyicus	NA	insufficient data
Doxycycline	Staphylococcus pseudintermedius	0.125	NA
Doxycycline	Staphylococcus saprophyticus	NA	insufficient data
Doxycycline	Stenotrophomonas maltophilia	NA	insufficient data
Doxycycline	Streptococcus agalactiae	0.5	NA
Doxycycline	Streptococcus canis	0.5	tentative
Doxycycline	Streptococcus dysgalactiae	NA	insufficient data
Doxycycline	Streptococcus equi subspecies equi	NA	unspecified
Doxycycline	Streptococcus equi subspecies zooepidemicus	NA	unspecified
Doxycycline	Streptococcus equisimilis	NA	insufficient data
Doxycycline	Streptococcus pneumoniae	0.5	NA
Doxycycline	Streptococcus pyogenes	0.5	NA
Doxycycline	Streptococcus suis	0.5	tentative
Doxycycline	Streptococcus uberis	0.5	tentative
Doxycycline	Vibrio alginolyticus	NA	insufficient data
Doxycycline	Vibrio cholerae	0.5	tentative
Doxycycline	Vibrio fluvialis	NA	insufficient data
Doxycycline	Vibrio parahaemolyticus	NA	insufficient data
Doxycycline	Vibrio vulnificus	NA	insufficient data
Doxycycline	Yersinia enterocolitica	NA	insufficient data
Enrofloxacin	Actinobacillus pleuropneumoniae	0.125	NA
Enrofloxacin	Escherichia coli	0.125	NA
Enrofloxacin	Listeria monocytogenes	NA	unspecified
Enrofloxacin	Mannheimia haemolytica	0.125	NA
Enrofloxacin	Pasteurella multocida	0.06	NA
Enrofloxacin	Pseudomonas aeruginosa	NA	unspecified
Enrofloxacin	Salmonella enterica	NA	unspecified
Enrofloxacin	Staphylococcus hyicus	0.25	NA
Enrofloxacin	Staphylococcus pseudintermedius	0.5	NA
Enrofloxacin	Streptococcus canis	NA	unspecified
Enrofloxacin	Streptococcus equi subspecies equi	NA	unspecified
Enrofloxacin	Streptococcus equi subspecies zooepidemicus	NA	unspecified
Enrofloxacin	Streptococcus suis	NA	unspecified
Enrofloxacin	Streptococcus uberis	NA	unspecified
Eravacycline	Acinetobacter baumannii	NA	insufficient data
Eravacycline	Bacteroides fragilis	2	tentative
Eravacycline	Bacteroides ovatus	NA	insufficient data
Eravacycline	Bacteroides thetaiotaomicron	NA	insufficient data
Eravacycline	Bacteroides uniformis	NA	insufficient data
Eravacycline	Bacteroides vulgatus	NA	insufficient data
Eravacycline	Citrobacter freundii	NA	insufficient data
Eravacycline	Citrobacter koseri	NA	insufficient data
Eravacycline	Clostridioides difficile	NA	insufficient data
Eravacycline	Clostridium innocuum	NA	insufficient data
Eravacycline	Enterobacter cloacae	2	NA
Eravacycline	Enterococcus faecalis	0.25	NA
Eravacycline	Enterococcus faecium	0.25	tentative
Eravacycline	Escherichia coli	0.5	NA
Eravacycline	Haemophilus influenzae	NA	insufficient data
Eravacycline	Klebsiella aerogenes	NA	insufficient data
Eravacycline	Klebsiella oxytoca	0.25	tentative
Eravacycline	Klebsiella pneumoniae	2	NA
Eravacycline	Klebsiella variicola	NA	insufficient data
Eravacycline	Morganella morganii	4	tentative
Eravacycline	Prevotella bivia	NA	insufficient data
Eravacycline	Proteus mirabilis	4	NA
Eravacycline	Proteus vulgaris	2	NA
Eravacycline	Providencia rettgeri	NA	insufficient data
Eravacycline	Providencia stuartii	4	tentative
Eravacycline	Pseudomonas aeruginosa	32	tentative
Eravacycline	Salmonella enterica	NA	insufficient data
Eravacycline	Serratia marcescens	2	NA
Eravacycline	Staphylococcus aureus	0.25	NA
Eravacycline	Staphylococcus epidermidis	0.25	tentative
Eravacycline	Staphylococcus hominis	NA	insufficient data
Eravacycline	Staphylococcus saprophyticus	NA	insufficient data
Eravacycline	Stenotrophomonas maltophilia	4	NA
Eravacycline	Streptococcus agalactiae	0.125	tentative
Eravacycline	Streptococcus pneumoniae	NA	insufficient data
Eravacycline	Streptococcus pyogenes	0.06	tentative
Ertapenem	Acinetobacter baumannii	16	tentative
Ertapenem	Bacteroides fragilis	NA	insufficient data
Ertapenem	Campylobacter jejuni	0.125	tentative
Ertapenem	Clostridioides difficile	NA	insufficient data
Ertapenem	Enterobacter cloacae	0.06	tentative
Ertapenem	Enterococcus faecalis	32	tentative
Ertapenem	Escherichia coli	0.03	tentative
Ertapenem	Escherichia coli NCTC 13846	NA	insufficient data
Ertapenem	Haemophilus influenzae	0.25	NA
Ertapenem	Haemophilus parainfluenzae	NA	insufficient data
Ertapenem	Klebsiella aerogenes	NA	insufficient data
Ertapenem	Klebsiella oxytoca	NA	insufficient data
Ertapenem	Klebsiella pneumoniae	0.03	tentative
Ertapenem	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Ertapenem	Moraxella catarrhalis	0.06	tentative
Ertapenem	Morganella morganii	0.125	NA
Ertapenem	Proteus mirabilis	0.03	NA
Ertapenem	Proteus vulgaris	0.06	tentative
Ertapenem	Providencia rettgeri	NA	insufficient data
Ertapenem	Pseudomonas aeruginosa	NA	insufficient data
Ertapenem	Pseudomonas aeruginosa ATCC 27853	NA	insufficient data
Ertapenem	Serratia marcescens	NA	insufficient data
Ertapenem	Staphylococcus aureus	0.5	NA
Ertapenem	Staphylococcus saprophyticus	NA	insufficient data
Ertapenem	Streptococcus agalactiae	0.125	NA
Ertapenem	Streptococcus anginosus	NA	insufficient data
Ertapenem	Streptococcus group G	NA	insufficient data
Ertapenem	Streptococcus oralis	NA	insufficient data
Ertapenem	Streptococcus pneumoniae	0.03	NA
Ertapenem	Streptococcus pyogenes	NA	insufficient data
Erythromycin	Actinobacillus pleuropneumoniae	8	tentative
Erythromycin	Actinomyces israelii	NA	insufficient data
Erythromycin	Bacillus cereus	NA	insufficient data
Erythromycin	Bacteroides fragilis group	NA	insufficient data
Erythromycin	Bifidobacterium adolescentis	NA	insufficient data
Erythromycin	Bifidobacterium animalis	NA	insufficient data
Erythromycin	Bifidobacterium bifidum	NA	insufficient data
Erythromycin	Bifidobacterium longum	NA	insufficient data
Erythromycin	Bordetella bronchiseptica	NA	insufficient data
Erythromycin	Campylobacter coli	8	NA
Erythromycin	Campylobacter jejuni	4	NA
Erythromycin	Campylobacter upsaliensis	NA	insufficient data
Erythromycin	Clostridioides difficile	4	NA
Erythromycin	Corynebacterium diphtheriae	0.016	tentative
Erythromycin	Corynebacterium ulcerans	0.03	tentative
Erythromycin	Enterococcus faecalis	4	NA
Erythromycin	Enterococcus faecalis ATCC 29212	NA	insufficient data
Erythromycin	Enterococcus faecium	4	NA
Erythromycin	Enterococcus hirae	1	NA
Erythromycin	Haemophilus influenzae	16	NA
Erythromycin	Haemophilus parainfluenzae	NA	insufficient data
Erythromycin	Kingella kingae	NA	insufficient data
Erythromycin	Kocuria kristinae	NA	unspecified
Erythromycin	Lactobacillus delbrueckii	NA	unspecified
Erythromycin	Lactobacillus fermentum	NA	insufficient data
Erythromycin	Lactobacillus gasseri	NA	insufficient data
Erythromycin	Lactobacillus johnsonii	NA	insufficient data
Erythromycin	Lactobacillus lactis	NA	insufficient data
Erythromycin	Lactobacillus paracasei	NA	insufficient data
Erythromycin	Lactobacillus plantarum	NA	insufficient data
Erythromycin	Lactobacillus reuteri	NA	insufficient data
Erythromycin	Lactobacillus sakei	NA	insufficient data
Erythromycin	Lactococcus lactis	NA	insufficient data
