version	drug	organism	mg_per_L	comment
2024	Fusidic acid	Streptococcus pyogenes	16	tentative
2024	Fusidic acid	Streptococcus uberis	NA	insufficient data
2024	Fusidic acid	Yersinia enterocolitica	NA	insufficient data
2024	Gamithromycin	Actinobacillus pleuropneumoniae	NA	insufficient data
2024	Gamithromycin	Mannheimia haemolytica	2	NA
2024	Gamithromycin	Pasteurella multocida	4	NA
2024	Gamithromycin	Staphylococcus hyicus	NA	insufficient data
2024	Gamithromycin	Staphylococcus pseudintermedius	0.5	NA
2024	Gamithromycin	Streptococcus suis	NA	unspecified
2024	Gatifloxacin	Bacteroides fragilis	NA	insufficient data
2024	Gatifloxacin	Enterococcus faecalis	2	NA
2024	Gatifloxacin	Enterococcus faecium	NA	insufficient data
2024	Gatifloxacin	Escherichia coli	0.125	tentative
2024	Gatifloxacin	Francisella tularensis	NA	unspecified
2024	Gatifloxacin	Haemophilus influenzae	0.03	NA
2024	Gatifloxacin	Klebsiella oxytoca	NA	insufficient data
2024	Gatifloxacin	Klebsiella pneumoniae	0.25	tentative
2024	Gatifloxacin	Moraxella catarrhalis	0.125	tentative
2024	Gatifloxacin	Morganella morganii	0.5	tentative
2024	Gatifloxacin	Proteus mirabilis	0.5	NA
2024	Gatifloxacin	Proteus vulgaris	0.5	NA
2024	Gatifloxacin	Pseudomonas aeruginosa	2	NA
2024	Gatifloxacin	Pseudomonas fluorescens group	NA	insufficient data
2024	Gatifloxacin	Salmonella enterica	NA	insufficient data
2024	Gatifloxacin	Serratia marcescens	1	tentative
2024	Gatifloxacin	Staphylococcus aureus	0.25	tentative
2024	Gatifloxacin	Staphylococcus capitis	NA	insufficient data
2024	Gatifloxacin	Staphylococcus epidermidis	NA	insufficient data
2024	Gatifloxacin	Staphylococcus haemolyticus	NA	insufficient data
2024	Gatifloxacin	Staphylococcus saprophyticus	NA	insufficient data
2024	Gatifloxacin	Staphylococcus warneri	NA	insufficient data
2024	Gatifloxacin	Stenotrophomonas maltophilia	NA	insufficient data
2024	Gatifloxacin	Streptococcus agalactiae	1	tentative
2024	Gatifloxacin	Streptococcus pneumoniae	1	NA
2024	Gatifloxacin	Streptococcus pyogenes	1	NA
2024	Gemifloxacin	Bacteroides fragilis	NA	insufficient data
2024	Gemifloxacin	Enterococcus faecalis	0.25	tentative
2024	Gemifloxacin	Francisella tularensis	NA	unspecified
2024	Gemifloxacin	Haemophilus influenzae	NA	insufficient data
2024	Gemifloxacin	Moraxella catarrhalis	NA	insufficient data
2024	Gemifloxacin	Neisseria gonorrhoeae	NA	insufficient data
2024	Gemifloxacin	Neisseria meningitidis	NA	insufficient data
2024	Gemifloxacin	Proteus mirabilis	0.5	tentative
2024	Gemifloxacin	Proteus vulgaris	NA	insufficient data
2024	Gemifloxacin	Pseudomonas aeruginosa	1	NA
2024	Gemifloxacin	Serratia marcescens	NA	insufficient data
2024	Gemifloxacin	Staphylococcus aureus	NA	insufficient data
2024	Gemifloxacin	Staphylococcus saprophyticus	NA	insufficient data
2024	Gemifloxacin	Stenotrophomonas maltophilia	NA	insufficient data
2024	Gemifloxacin	Streptococcus agalactiae	NA	insufficient data
2024	Gemifloxacin	Streptococcus pneumoniae	0.125	tentative
2024	Gemifloxacin	Streptococcus pyogenes	NA	insufficient data
2024	Gentamicin	Acinetobacter baumannii	2	NA
2024	Gentamicin	Actinobacillus pleuropneumoniae	32	NA
2024	Gentamicin	Aeromonas caviae	NA	insufficient data
2024	Gentamicin	Aeromonas hydrophila	NA	insufficient data
2024	Gentamicin	Aeromonas veronii	NA	insufficient data
2024	Gentamicin	Alcaligenes faecalis	NA	insufficient data
2024	Gentamicin	Bacillus cereus	NA	insufficient data
2024	Gentamicin	Bifidobacterium longum	NA	insufficient data
2024	Gentamicin	Brucella melitensis	0.5	NA
2024	Gentamicin	Campylobacter coli	2	NA
2024	Gentamicin	Campylobacter jejuni	2	NA
2024	Gentamicin	Citrobacter freundii	2	NA
2024	Gentamicin	Citrobacter koseri	2	tentative
2024	Gentamicin	Corynebacterium diphtheriae	NA	insufficient data
2024	Gentamicin	Corynebacterium ulcerans	NA	insufficient data
2024	Gentamicin	Enterobacter agglomerans	NA	insufficient data
2024	Gentamicin	Enterobacter cloacae	2	NA
2024	Gentamicin	Enterococcus faecalis	64	NA
2024	Gentamicin	Enterococcus faecium	32	NA
2024	Gentamicin	Enterococcus hirae	32	NA
2024	Gentamicin	Escherichia coli	2	NA
2024	Gentamicin	Escherichia coli ATCC 25922	NA	insufficient data
2024	Gentamicin	Escherichia coli NCTC 13846	NA	insufficient data
2024	Gentamicin	Hafnia alvei	NA	unspecified
2024	Gentamicin	Klebsiella aerogenes	2	NA
2024	Gentamicin	Klebsiella oxytoca	2	NA
2024	Gentamicin	Klebsiella pneumoniae	2	NA
2024	Gentamicin	Kocuria kristinae	NA	unspecified
2024	Gentamicin	Lactobacillus delbrueckii	NA	insufficient data
2024	Gentamicin	Lactobacillus lactis	NA	unspecified
2024	Gentamicin	Lactobacillus plantarum	NA	insufficient data
2024	Gentamicin	Lactobacillus reuteri	NA	insufficient data
2024	Gentamicin	Lactobacillus rhamnosus	16	tentative
2024	Gentamicin	Listeria monocytogenes	2	tentative
2024	Gentamicin	Mannheimia haemolytica	4	NA
2024	Gentamicin	Moraxella catarrhalis	NA	insufficient data
2024	Gentamicin	Morganella morganii	2	NA
2024	Gentamicin	Neisseria gonorrhoeae	16	tentative
2024	Gentamicin	Pantoea agglomerans	NA	insufficient data
2024	Gentamicin	Pasteurella multocida	8	NA
2024	Gentamicin	Proteus mirabilis	4	NA
2024	Gentamicin	Proteus vulgaris	2	NA
2024	Gentamicin	Pseudomonas aeruginosa	8	NA
2024	Gentamicin	Rothia aeria	NA	unspecified
2024	Gentamicin	Rothia dentocariosa	NA	unspecified
2024	Gentamicin	Rothia mucilaginosa	NA	unspecified
2024	Gentamicin	Salmonella enterica	2	NA
2024	Gentamicin	Serratia liquefaciens	NA	insufficient data
2024	Gentamicin	Serratia marcescens	2	NA
2024	Gentamicin	Staphylococcus aureus	2	NA
2024	Gentamicin	Staphylococcus aureus MRSA	2	tentative
2024	Gentamicin	Staphylococcus aureus MSSA	2	tentative
2024	Gentamicin	Staphylococcus epidermidis	0.25	tentative
2024	Gentamicin	Staphylococcus epidermidis MSSE	NA	unspecified
2024	Gentamicin	Staphylococcus hominis	NA	insufficient data
2024	Gentamicin	Staphylococcus hyicus	0.5	NA
2024	Gentamicin	Staphylococcus intermedius	NA	insufficient data
2024	Gentamicin	Staphylococcus pseudintermedius	0.25	NA
2024	Gentamicin	Staphylococcus saprophyticus	NA	insufficient data
2024	Gentamicin	Streptococcus agalactiae	64	NA
2024	Gentamicin	Streptococcus anginosus	NA	insufficient data
2024	Gentamicin	Streptococcus canis	4	tentative
2024	Gentamicin	Streptococcus dysgalactiae	NA	insufficient data
2024	Gentamicin	Streptococcus equi subspecies zooepidemicus	NA	unspecified
2024	Gentamicin	Streptococcus equisimilis	NA	unspecified
2024	Gentamicin	Streptococcus group G	16	NA
2024	Gentamicin	Streptococcus oralis	NA	insufficient data
2024	Gentamicin	Streptococcus pneumoniae	NA	insufficient data
2024	Gentamicin	Streptococcus pyogenes	32	NA
2024	Gentamicin	Streptococcus uberis	NA	unspecified
2024	Gentamicin	Yersinia enterocolitica	NA	insufficient data
2024	Imipenem-Relebactam	Acinetobacter baumannii	NA	insufficient data
2024	Imipenem-Relebactam	Bacteroides fragilis	NA	insufficient data
2024	Imipenem-Relebactam	Bacteroides ovatus	NA	insufficient data
2024	Imipenem-Relebactam	Bacteroides thetaiotaomicron	NA	insufficient data
2024	Imipenem-Relebactam	Citrobacter freundii	NA	insufficient data
2024	Imipenem-Relebactam	Enterobacter cloacae	NA	insufficient data
2024	Imipenem-Relebactam	Escherichia coli	NA	insufficient data
2024	Imipenem-Relebactam	Escherichia coli ATCC 25922	NA	unspecified
2024	Imipenem-Relebactam	Klebsiella aerogenes	NA	insufficient data
2024	Imipenem-Relebactam	Klebsiella oxytoca	NA	insufficient data
2024	Imipenem-Relebactam	Klebsiella pneumoniae	NA	insufficient data
2024	Imipenem-Relebactam	Pseudomonas aeruginosa	NA	insufficient data
2024	Imipenem-Relebactam	Pseudomonas aeruginosa ATCC 27853	NA	unspecified
2024	Imipenem-Relebactam	Staphylococcus aureus	NA	insufficient data
2024	Imipenem-Relebactam	Streptococcus anginosus	NA	insufficient data
2024	Imipenem-Relebactam	Streptococcus constellatus	NA	unspecified
2024	Imipenem	Achromobacter xylosoxidans	NA	insufficient data
2024	Imipenem	Acinetobacter baumannii	2	NA
2024	Imipenem	Acinetobacter pittii	NA	insufficient data
2024	Imipenem	Aeromonas hydrophila	NA	insufficient data
2024	Imipenem	Aeromonas veronii	NA	insufficient data
2024	Imipenem	Alcaligenes faecalis	NA	insufficient data
2024	Imipenem	Bacteroides capillosus	NA	insufficient data
2024	Imipenem	Bacteroides fragilis	1	NA
2024	Imipenem	Bacteroides fragilis group	NA	insufficient data
2024	Imipenem	Bacteroides ovatus	0.5	tentative
2024	Imipenem	Bacteroides thetaiotaomicron	2	NA
2024	Imipenem	Bacteroides vulgatus	0.5	tentative
2024	Imipenem	Burkholderia pseudomallei	2	NA
2024	Imipenem	Campylobacter jejuni	NA	insufficient data
2024	Imipenem	Citrobacter freundii	2	NA
2024	Imipenem	Citrobacter koseri	0.5	tentative
2024	Imipenem	Clostridioides difficile	16	tentative
2024	Imipenem	Clostridium perfringens	NA	insufficient data
2024	Imipenem	Enterobacter agglomerans	NA	insufficient data
2024	Imipenem	Enterobacter cloacae	2	NA
2024	Imipenem	Enterobacter dissolvens	NA	insufficient data
2024	Imipenem	Enterococcus avium	NA	insufficient data
2024	Imipenem	Enterococcus casseliflavus	NA	insufficient data
2024	Imipenem	Enterococcus faecalis	4	NA
2024	Imipenem	Enterococcus faecium	4	NA
2024	Imipenem	Enterococcus gallinarum	NA	insufficient data
2024	Imipenem	Escherichia coli	0.5	NA
2024	Imipenem	Escherichia coli ATCC 25922	NA	insufficient data
2024	Imipenem	Escherichia coli NCTC 13846	NA	insufficient data
2024	Imipenem	Haemophilus influenzae	4	NA
2024	Imipenem	Haemophilus influenzae ATCC 49766	NA	insufficient data
2024	Imipenem	Haemophilus parainfluenzae	2	tentative
2024	Imipenem	Klebsiella aerogenes	2	NA
2024	Imipenem	Klebsiella oxytoca	1	NA
2024	Imipenem	Klebsiella pneumoniae	1	NA
2024	Imipenem	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
2024	Imipenem	Moraxella catarrhalis	0.5	tentative
2024	Imipenem	Morganella morganii	8	NA
2024	Imipenem	Mycobacterium abscessus	64	NA
2024	Imipenem	Neisseria gonorrhoeae	NA	insufficient data
2024	Imipenem	Nocardia cyriacigeorgica	NA	unspecified
2024	Imipenem	Nocardia takedensis	NA	unspecified
2024	Imipenem	Parabacteroides distasonis	NA	insufficient data
2024	Imipenem	Pasteurella multocida	NA	insufficient data
2024	Imipenem	Plesiomonas shigelloides	NA	insufficient data
2024	Imipenem	Proteus mirabilis	8	NA
2024	Imipenem	Proteus vulgaris	8	NA
2024	Imipenem	Providencia rettgeri	NA	insufficient data
2024	Imipenem	Providencia stuartii	4	tentative
2024	Imipenem	Pseudomonas aeruginosa	4	NA
2024	Imipenem	Pseudomonas aeruginosa ATCC 27853	NA	insufficient data
2024	Imipenem	Salmonella enterica	1	NA
2024	Imipenem	Salmonella Enteritidis	NA	insufficient data
2024	Imipenem	Salmonella Paratyphi	NA	insufficient data
2024	Imipenem	Salmonella Typhi	NA	insufficient data
2024	Imipenem	Salmonella Typhimurium	NA	insufficient data
2024	Imipenem	Serratia liquefaciens	4	tentative
2024	Imipenem	Serratia marcescens	4	NA
2024	Imipenem	Shigella flexneri	NA	insufficient data
2024	Imipenem	Shigella sonnei	NA	insufficient data
2024	Imipenem	Staphylococcus aureus	0.125	NA
2024	Imipenem	Staphylococcus aureus ATCC 29213	NA	insufficient data
2024	Imipenem	Staphylococcus hominis	NA	insufficient data
2024	Imipenem	Staphylococcus saprophyticus	NA	insufficient data
2024	Imipenem	Streptococcus agalactiae	0.125	NA
2024	Imipenem	Streptococcus anginosus	0.06	tentative
2024	Imipenem	Streptococcus group G	NA	unspecified
2024	Imipenem	Streptococcus intermedius	NA	insufficient data
2024	Imipenem	Streptococcus oralis	NA	insufficient data
2024	Imipenem	Streptococcus pneumoniae	NA	insufficient data
2024	Imipenem	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
2024	Imipenem	Streptococcus pyogenes	NA	insufficient data
2024	Imipenem	Yersinia enterocolitica	NA	insufficient data
2024	Kanamycin	Actinobacillus pleuropneumoniae	64	NA
2024	Kanamycin	Bordetella bronchiseptica	NA	insufficient data
2024	Kanamycin	Campylobacter jejuni	NA	insufficient data
2024	Kanamycin	Citrobacter freundii	NA	insufficient data
2024	Kanamycin	Citrobacter koseri	NA	insufficient data
2024	Kanamycin	Enterobacter cloacae	NA	insufficient data
2024	Kanamycin	Escherichia coli	16	tentative
2024	Kanamycin	Haemophilus parasuis	NA	insufficient data
2024	Kanamycin	Klebsiella aerogenes	NA	insufficient data
2024	Kanamycin	Klebsiella oxytoca	NA	insufficient data
2024	Kanamycin	Klebsiella pneumoniae	4	tentative
2024	Kanamycin	Klebsiella variicola	NA	insufficient data
2024	Kanamycin	Lactobacillus reuteri	NA	insufficient data
2024	Kanamycin	Listeria monocytogenes	NA	insufficient data
2024	Kanamycin	Mannheimia haemolytica	16	NA
2024	Kanamycin	Morganella morganii	NA	insufficient data
2024	Kanamycin	Mycobacterium tuberculosis 7H9	NA	insufficient data
2024	Kanamycin	Pasteurella multocida	32	NA
2024	Kanamycin	Proteus mirabilis	NA	insufficient data
2024	Kanamycin	Pseudomonas aeruginosa	256	NA
2024	Kanamycin	Salmonella enterica	NA	insufficient data
2024	Kanamycin	Serratia liquefaciens	NA	insufficient data
2024	Kanamycin	Serratia marcescens	NA	insufficient data
2024	Kanamycin	Staphylococcus aureus	8	tentative
2024	Kanamycin	Staphylococcus epidermidis	NA	insufficient data
2024	Kanamycin	Streptococcus uberis	NA	insufficient data
2024	Lefamulin	Clostridioides difficile	NA	insufficient data
2024	Lefamulin	Enterococcus faecalis	NA	insufficient data
2024	Lefamulin	Enterococcus faecium	0.5	NA
2024	Lefamulin	Haemophilus influenzae	4	NA
2024	Lefamulin	Haemophilus parainfluenzae	8	NA
2024	Lefamulin	Moraxella catarrhalis	0.25	NA
2024	Lefamulin	Neisseria gonorrhoeae	NA	insufficient data
2024	Lefamulin	Staphylococcus aureus	0.25	NA
2024	Lefamulin	Staphylococcus aureus MRSA	0.25	NA
2024	Lefamulin	Staphylococcus aureus MSSA	0.25	NA
2024	Lefamulin	Staphylococcus capitis	0.25	tentative
2024	Lefamulin	Staphylococcus cohnii	NA	insufficient data
2024	Lefamulin	Staphylococcus epidermidis	0.25	NA
2024	Lefamulin	Staphylococcus haemolyticus	0.25	NA
2024	Lefamulin	Staphylococcus hominis	0.25	NA
2024	Lefamulin	Staphylococcus lugdunensis	0.06	tentative
2024	Lefamulin	Staphylococcus warneri	NA	insufficient data
2024	Lefamulin	Streptococcus agalactiae	0.125	NA
2024	Lefamulin	Streptococcus anginosus	NA	insufficient data
2024	Lefamulin	Streptococcus bovis	NA	unspecified
2024	Lefamulin	Streptococcus dysgalactiae	0.125	tentative
2024	Lefamulin	Streptococcus group C	0.125	tentative
2024	Lefamulin	Streptococcus group G	0.125	tentative
2024	Lefamulin	Streptococcus mitis	NA	insufficient data
2024	Lefamulin	Streptococcus pneumoniae	0.5	NA
2024	Lefamulin	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
2024	Lefamulin	Streptococcus pyogenes	0.125	NA
2024	Lefamulin	Streptococcus salivarius	NA	insufficient data
2024	Levofloxacin	Achromobacter xylosoxidans	NA	insufficient data
2024	Levofloxacin	Acinetobacter baumannii	0.5	tentative
2024	Levofloxacin	Aerococcus urinae	NA	insufficient data
2024	Levofloxacin	Aeromonas hydrophila	NA	insufficient data
2024	Levofloxacin	Alcaligenes faecalis	NA	insufficient data
2024	Levofloxacin	Bacillus anthracis	0.25	NA
2024	Levofloxacin	Bacteroides fragilis	4	tentative
2024	Levofloxacin	Bacteroides fragilis group	NA	insufficient data
2024	Levofloxacin	Bacteroides thetaiotaomicron	NA	insufficient data
2024	Levofloxacin	Brucella melitensis	1	NA
2024	Levofloxacin	Burkholderia cepacia complex	NA	unspecified
2024	Levofloxacin	Campylobacter jejuni	NA	insufficient data
2024	Levofloxacin	Citrobacter freundii	0.125	tentative
2024	Levofloxacin	Citrobacter koseri	NA	insufficient data
2024	Levofloxacin	Clostridioides difficile	NA	insufficient data
2024	Levofloxacin	Enterobacter cloacae	0.125	tentative
2024	Levofloxacin	Enterococcus faecalis	4	NA
2024	Levofloxacin	Enterococcus faecalis ATCC 29212	NA	insufficient data
2024	Levofloxacin	Enterococcus faecium	8	tentative
2024	Levofloxacin	Escherichia coli	0.125	NA
2024	Levofloxacin	Haemophilus influenzae	0.06	NA
2024	Levofloxacin	Haemophilus parainfluenzae	NA	insufficient data
2024	Levofloxacin	Helicobacter pylori	0.5	tentative
2024	Levofloxacin	Kingella kingae	NA	insufficient data
2024	Levofloxacin	Klebsiella aerogenes	0.25	tentative
2024	Levofloxacin	Klebsiella oxytoca	NA	insufficient data
2024	Levofloxacin	Klebsiella pneumoniae	0.25	NA
2024	Levofloxacin	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
2024	Levofloxacin	Moraxella catarrhalis	0.125	NA
2024	Levofloxacin	Morganella morganii	0.125	tentative
2024	Levofloxacin	Mycobacterium tuberculosis 7H9	NA	insufficient data
2024	Levofloxacin	Neisseria gonorrhoeae	NA	insufficient data
2024	Levofloxacin	Neisseria meningitidis	NA	insufficient data
2024	Levofloxacin	Proteus mirabilis	0.25	NA
2024	Levofloxacin	Proteus vulgaris	0.25	tentative
2024	Levofloxacin	Pseudomonas aeruginosa	2	NA
2024	Levofloxacin	Pseudomonas aeruginosa ATCC 27853	NA	insufficient data
2024	Levofloxacin	Pseudomonas fluorescens group	NA	insufficient data
2024	Levofloxacin	Rothia aeria	NA	insufficient data
2024	Levofloxacin	Rothia dentocariosa	NA	insufficient data
2024	Levofloxacin	Rothia mucilaginosa	NA	insufficient data
2024	Levofloxacin	Salmonella enterica	0.25	tentative
2024	Levofloxacin	Serratia marcescens	0.5	tentative
2024	Levofloxacin	Staphylococcus aureus	1	NA
2024	Levofloxacin	Staphylococcus aureus ATCC 29213	NA	insufficient data
2024	Levofloxacin	Staphylococcus auricularis	NA	insufficient data
2024	Levofloxacin	Staphylococcus capitis	0.5	tentative
2024	Levofloxacin	Staphylococcus epidermidis	0.5	NA
2024	Levofloxacin	Staphylococcus haemolyticus	NA	insufficient data
2024	Levofloxacin	Staphylococcus hominis	NA	insufficient data
2024	Levofloxacin	Staphylococcus intermedius	NA	insufficient data
2024	Levofloxacin	Staphylococcus saprophyticus	NA	insufficient data
2024	Levofloxacin	Staphylococcus simulans	NA	insufficient data
2024	Levofloxacin	Staphylococcus warneri	0.5	tentative
2024	Levofloxacin	Stenotrophomonas maltophilia	4	NA
2024	Levofloxacin	Streptococcus agalactiae	2	tentative
2024	Levofloxacin	Streptococcus anginosus	NA	insufficient data
2024	Levofloxacin	Streptococcus anginosus group	NA	insufficient data
2024	Levofloxacin	Streptococcus bovis	NA	insufficient data
2024	Levofloxacin	Streptococcus constellatus	NA	insufficient data
2024	Levofloxacin	Streptococcus group C	2	tentative
2024	Levofloxacin	Streptococcus group G	1	tentative
2024	Levofloxacin	Streptococcus intermedius	NA	insufficient data
2024	Levofloxacin	Streptococcus mitis	NA	insufficient data
2024	Levofloxacin	Streptococcus mutans	NA	insufficient data
2024	Levofloxacin	Streptococcus oralis	NA	insufficient data
2024	Levofloxacin	Streptococcus pneumoniae	2	NA
2024	Levofloxacin	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
2024	Levofloxacin	Streptococcus pyogenes	2	NA
2024	Levofloxacin	Streptococcus salivarius	NA	insufficient data
2024	Levofloxacin	Streptococcus sanguinis	NA	insufficient data
2024	Levofloxacin	Vibrio alginolyticus	NA	unspecified
2024	Levofloxacin	Vibrio cholerae	0.016	tentative
2024	Levofloxacin	Vibrio fluvialis	NA	unspecified
2024	Levofloxacin	Vibrio parahaemolyticus	NA	unspecified
2024	Levofloxacin	Vibrio vulnificus	NA	unspecified
2024	Levofloxacin	Yersinia enterocolitica	NA	insufficient data
2024	Lincomycin	Listeria monocytogenes	NA	insufficient data
2024	Lincomycin	Pasteurella multocida	NA	insufficient data
2024	Lincomycin	Staphylococcus aureus	2	tentative
