drug	organism	mg_per_L	count
Ticarcillin-Clavulanic acid	Bacteroides thetaiotaomicron	0.004	0
Tigecycline	Bacteroides thetaiotaomicron	0.004	0
Meropenem	Bacteroides uniformis	0.004	2
Moxifloxacin	Bacteroides uniformis	0.004	0
Piperacillin	Bacteroides uniformis	0.004	0
Tigecycline	Bacteroides uniformis	0.004	0
Meropenem	Bacteroides ureolyticus	0.004	8
Ampicillin	Bacteroides vulgatus	0.004	0
Cefoxitin	Bacteroides vulgatus	0.004	0
Clindamycin	Bacteroides vulgatus	0.004	0
Imipenem	Bacteroides vulgatus	0.004	0
Meropenem	Bacteroides vulgatus	0.004	0
Metronidazole	Bacteroides vulgatus	0.004	0
Moxifloxacin	Bacteroides vulgatus	0.004	0
Tigecycline	Bacteroides vulgatus	0.004	0
Ampicillin	Bifidobacterium longum	0.004	0
Clindamycin	Bifidobacterium longum	0.004	0
Erythromycin	Bifidobacterium longum	0.004	0
Gentamicin	Bifidobacterium longum	0.004	0
Streptomycin	Bifidobacterium longum	0.004	0
Tetracycline	Bifidobacterium longum	0.004	0
Vancomycin	Bifidobacterium longum	0.004	0
Streptomycin	Bifidobacterium pseudolongum	0.004	0
Tetracycline	Bifidobacterium pseudolongum	0.004	0
Vancomycin	Bifidobacterium pseudolongum	0.004	0
Ampicillin	Bifidobacterium spp	0.004	0
Erythromycin	Bifidobacterium spp	0.004	0
Gentamicin	Bifidobacterium spp	0.004	0
Streptomycin	Bifidobacterium spp	0.004	0
Tetracycline	Bifidobacterium spp	0.004	0
Vancomycin	Bifidobacterium spp	0.004	0
Clindamycin	Bifidobacterium thermophilum	0.004	0
Streptomycin	Bifidobacterium thermophilum	0.004	0
Tetracycline	Bifidobacterium thermophilum	0.004	0
Vancomycin	Bifidobacterium thermophilum	0.004	0
Aztreonam	Burkholderia cepacia	0.004	0
Cefotaxime	Burkholderia cepacia	0.004	0
Ceftazidime	Burkholderia cepacia	0.004	0
Ceftibuten	Burkholderia cepacia	0.004	0
Ciprofloxacin	Burkholderia cepacia	0.004	0
Ertapenem	Burkholderia cepacia	0.004	0
Imipenem	Burkholderia cepacia	0.004	0
Levofloxacin	Burkholderia cepacia	0.004	0
Meropenem	Burkholderia cepacia	0.004	0
Norfloxacin	Burkholderia cepacia	0.004	0
Ofloxacin	Burkholderia cepacia	0.004	0
Piperacillin	Burkholderia cepacia	0.004	0
Piperacillin-Tazobactam	Burkholderia cepacia	0.004	0
Tigecycline	Burkholderia cepacia	0.004	0
Tobramycin	Burkholderia cepacia	0.004	0
Trimethoprim-Sulfamethoxazole	Burkholderia cepacia	0.004	0
Amoxicillin	Campylobacter coli	0.004	0
Ampicillin	Campylobacter coli	0.004	0
Azithromycin	Campylobacter coli	0.004	0
Chloramphenicol	Campylobacter coli	0.004	0
Ciprofloxacin	Campylobacter coli	0.004	0
Clindamycin	Campylobacter coli	0.004	0
Doxycycline	Campylobacter coli	0.004	0
Erythromycin	Campylobacter coli	0.004	0
Florfenicol	Campylobacter coli	0.004	0
Gentamicin	Campylobacter coli	0.004	0
Nalidixic acid	Campylobacter coli	0.004	0
Neomycin	Campylobacter coli	0.004	0
Streptomycin	Campylobacter coli	0.004	0
Tetracycline	Campylobacter coli	0.004	0
Amoxicillin	Campylobacter jejuni	0.004	0
Ampicillin	Campylobacter jejuni	0.004	0
Azithromycin	Campylobacter jejuni	0.004	0
Chloramphenicol	Campylobacter jejuni	0.004	0
Ciprofloxacin	Campylobacter jejuni	0.004	0
Clindamycin	Campylobacter jejuni	0.004	0
Doxycycline	Campylobacter jejuni	0.004	0
Erythromycin	Campylobacter jejuni	0.004	0
Florfenicol	Campylobacter jejuni	0.004	0
Gentamicin	Campylobacter jejuni	0.004	0
Nalidixic acid	Campylobacter jejuni	0.004	0
Streptomycin	Campylobacter jejuni	0.004	0
Telithromycin	Campylobacter jejuni	0.004	0
Tetracycline	Campylobacter jejuni	0.004	0
Ciprofloxacin	Chryseobacterium meningosepticum	0.004	0
Ciprofloxacin	Chryseobacterium spp	0.004	0
Imipenem	Chryseobacterium spp	0.004	0
Ceftobiprole	Citrobacter braakii	0.004	0
Ciprofloxacin	Citrobacter braakii	0.004	0
Colistin	Citrobacter braakii	0.004	0
Gentamicin	Citrobacter braakii	0.004	0
Tetracycline	Citrobacter braakii	0.004	0
Trimethoprim-Sulfamethoxazole	Citrobacter braakii	0.004	0
Amikacin	Citrobacter freundii	0.004	0
Ampicillin	Citrobacter freundii	0.004	0
Ampicillin-Sulbactam (ratio)	Citrobacter freundii	0.004	0
Aztreonam	Citrobacter freundii	0.004	0
Cefalothin (a.k.a. Cefalotin)	Citrobacter freundii	0.004	0
Cefazolin	Citrobacter freundii	0.004	0
Cefepime	Citrobacter freundii	0.004	0
Cefotaxime	Citrobacter freundii	0.004	0
Cefoxitin	Citrobacter freundii	0.004	0
Cefpodoxime	Citrobacter freundii	0.004	0
Cefpodoxime-Clavulanic acid	Citrobacter freundii	0.004	0
Ceftazidime	Citrobacter freundii	0.004	0
Ceftibuten	Citrobacter freundii	0.004	0
Ceftobiprole	Citrobacter freundii	0.004	0
Cefuroxime	Citrobacter freundii	0.004	0
Ciprofloxacin	Citrobacter freundii	0.004	0
Colistin	Citrobacter freundii	0.004	0
Doripenem	Citrobacter freundii	0.004	0
Doxycycline	Citrobacter freundii	0.004	0
Ertapenem	Citrobacter freundii	0.004	0
Gentamicin	Citrobacter freundii	0.004	0
Imipenem	Citrobacter freundii	0.004	0
Levofloxacin	Citrobacter freundii	0.004	0
Loracarbef	Citrobacter freundii	0.004	0
Mecillinam	Citrobacter freundii	0.004	0
Meropenem	Citrobacter freundii	0.004	0
Moxifloxacin	Citrobacter freundii	0.004	0
Nalidixic acid	Citrobacter freundii	0.004	0
Piperacillin	Citrobacter freundii	0.004	0
Piperacillin-Tazobactam	Citrobacter freundii	0.004	0
Sulbactam	Citrobacter freundii	0.004	0
Tetracycline	Citrobacter freundii	0.004	0
Ticarcillin	Citrobacter freundii	0.004	0
Tigecycline	Citrobacter freundii	0.004	0
Tobramycin	Citrobacter freundii	0.004	0
Trimethoprim	Citrobacter freundii	0.004	0
Trimethoprim-Sulfamethoxazole	Citrobacter freundii	0.004	0
Amikacin	Citrobacter koseri	0.004	0
Ampicillin-Sulbactam (ratio)	Citrobacter koseri	0.004	0
Cefepime	Citrobacter koseri	0.004	0
Cefoxitin	Citrobacter koseri	0.004	0
Cefpodoxime	Citrobacter koseri	0.004	0
Ceftazidime	Citrobacter koseri	0.004	0
Ceftobiprole	Citrobacter koseri	0.004	0
Cefuroxime	Citrobacter koseri	0.004	0
Ciprofloxacin	Citrobacter koseri	0.004	0
Colistin	Citrobacter koseri	0.004	0
Doripenem	Citrobacter koseri	0.004	0
Ertapenem	Citrobacter koseri	0.004	0
Gentamicin	Citrobacter koseri	0.004	0
Imipenem	Citrobacter koseri	0.004	0
Mecillinam	Citrobacter koseri	0.004	0
Meropenem	Citrobacter koseri	0.004	0
Piperacillin-Tazobactam	Citrobacter koseri	0.004	0
Tetracycline	Citrobacter koseri	0.004	0
Ticarcillin	Citrobacter koseri	0.004	0
Ticarcillin-Clavulanic acid	Citrobacter koseri	0.004	0
Tigecycline	Citrobacter koseri	0.004	0
Tobramycin	Citrobacter koseri	0.004	0
Trimethoprim-Sulfamethoxazole	Citrobacter koseri	0.004	0
Amoxicillin	Citrobacter spp	0.004	0
Amoxicillin-Clavulanic acid (fixed)	Citrobacter spp	0.004	0
Ampicillin	Citrobacter spp	0.004	0
Ampicillin-Sulbactam (ratio)	Citrobacter spp	0.004	0
Cefalothin (a.k.a. Cefalotin)	Citrobacter spp	0.004	0
Cefazolin	Citrobacter spp	0.004	0
Cefotaxime	Citrobacter spp	0.004	0
Cefoxitin	Citrobacter spp	0.004	0
Cefpirome	Citrobacter spp	0.004	0
Ceftaroline	Citrobacter spp	0.004	0
Ceftazidime	Citrobacter spp	0.004	0
Ceftobiprole	Citrobacter spp	0.004	0
Ceftriaxone	Citrobacter spp	0.004	0
Cefuroxime	Citrobacter spp	0.004	0
Chloramphenicol	Citrobacter spp	0.004	0
Ciprofloxacin	Citrobacter spp	0.004	5
Colistin	Citrobacter spp	0.004	0
Doripenem	Citrobacter spp	0.004	0
Ertapenem	Citrobacter spp	0.004	35
Fosfomycin	Citrobacter spp	0.004	0
Gatifloxacin	Citrobacter spp	0.004	0
Gentamicin	Citrobacter spp	0.004	0
Imipenem	Citrobacter spp	0.004	0
Levofloxacin	Citrobacter spp	0.004	0
Loracarbef	Citrobacter spp	0.004	0
Mecillinam	Citrobacter spp	0.004	0
Meropenem	Citrobacter spp	0.004	0
Minocycline	Citrobacter spp	0.004	0
Moxifloxacin	Citrobacter spp	0.004	0
Nalidixic acid	Citrobacter spp	0.004	0
Norfloxacin	Citrobacter spp	0.004	0
Ofloxacin	Citrobacter spp	0.004	0
Piperacillin	Citrobacter spp	0.004	0
Piperacillin-Tazobactam	Citrobacter spp	0.004	0
Sparfloxacin	Citrobacter spp	0.004	0
Streptomycin	Citrobacter spp	0.004	0
Sulfamethoxazole	Citrobacter spp	0.004	0
Tetracycline	Citrobacter spp	0.004	0
Tigecycline	Citrobacter spp	0.004	0
Tobramycin	Citrobacter spp	0.004	0
Trimethoprim	Citrobacter spp	0.004	0
Trimethoprim-Sulfamethoxazole	Citrobacter spp	0.004	0
Benzylpenicillin	Clostridium butyricum	0.004	0
Piperacillin	Clostridium butyricum	0.004	0
Amoxicillin	Clostridium difficile	0.004	0
Benzylpenicillin	Clostridium difficile	0.004	0
Ciprofloxacin	Clostridium difficile	0.004	0
Clindamycin	Clostridium difficile	0.004	0
Daptomycin	Clostridium difficile	0.004	0
Ertapenem	Clostridium difficile	0.004	0
Erythromycin	Clostridium difficile	0.004	0
Fidaxomicin	Clostridium difficile	0.004	2
Fusidic acid	Clostridium difficile	0.004	0
Linezolid	Clostridium difficile	0.004	0
Meropenem	Clostridium difficile	0.004	0
Metronidazole	Clostridium difficile	0.004	0
Moxifloxacin	Clostridium difficile	0.004	0
Piperacillin	Clostridium difficile	0.004	0
Piperacillin-Tazobactam	Clostridium difficile	0.004	0
Rifampicin	Clostridium difficile	0.004	1407
Teicoplanin	Clostridium difficile	0.004	0
Tetracycline	Clostridium difficile	0.004	0
Tigecycline	Clostridium difficile	0.004	0
Vancomycin	Clostridium difficile	0.004	0
Amoxicillin	Clostridium perfringens	0.004	0
Benzylpenicillin	Clostridium perfringens	0.004	0
Ciprofloxacin	Clostridium perfringens	0.004	0
Clarithromycin	Clostridium perfringens	0.004	0
Clindamycin	Clostridium perfringens	0.004	0
Erythromycin	Clostridium perfringens	0.004	0
Imipenem	Clostridium perfringens	0.004	0
Moxifloxacin	Clostridium perfringens	0.004	0
Piperacillin	Clostridium perfringens	0.004	0
Piperacillin-Tazobactam	Clostridium perfringens	0.004	0
Roxithromycin	Clostridium perfringens	0.004	0
Sparfloxacin	Clostridium perfringens	0.004	0
Telithromycin	Clostridium perfringens	0.004	0
Tigecycline	Clostridium perfringens	0.004	0
Benzylpenicillin	Clostridium ramosum	0.004	0
Benzylpenicillin	Clostridium septicum	0.004	0
Benzylpenicillin	Clostridium sporogenes	0.004	0
Benzylpenicillin	Clostridium spp	0.004	0
Ciprofloxacin	Clostridium spp	0.004	0
Daptomycin	Clostridium spp	0.004	0
Ertapenem	Clostridium spp	0.004	0
Imipenem	Clostridium spp	0.004	0
Metronidazole	Clostridium spp	0.004	0
Moxifloxacin	Clostridium spp	0.004	0
Oxacillin	Clostridium spp	0.004	0
Piperacillin-Tazobactam	Clostridium spp	0.004	0
Quinupristin-Dalfopristin	Clostridium spp	0.004	0
Telithromycin	Clostridium spp	0.004	3
Vancomycin	Clostridium spp	0.004	0
Benzylpenicillin	Corynebacterium amycolatum	0.004	0
Ciprofloxacin	Corynebacterium amycolatum	0.004	0
Clindamycin	Corynebacterium amycolatum	0.004	0
Gentamicin	Corynebacterium amycolatum	0.004	0
Linezolid	Corynebacterium amycolatum	0.004	0
Moxifloxacin	Corynebacterium amycolatum	0.004	0
Rifampicin	Corynebacterium amycolatum	0.004	0
Tetracycline	Corynebacterium amycolatum	0.004	0
Trimethoprim-Sulfamethoxazole	Corynebacterium amycolatum	0.004	0
Vancomycin	Corynebacterium amycolatum	0.004	0
Benzylpenicillin	Corynebacterium jeikeium	0.004	0
Cefepime	Corynebacterium jeikeium	0.004	0
Ciprofloxacin	Corynebacterium jeikeium	0.004	0
Clindamycin	Corynebacterium jeikeium	0.004	0
Daptomycin	Corynebacterium jeikeium	0.004	0
Gentamicin	Corynebacterium jeikeium	0.004	0
Imipenem	Corynebacterium jeikeium	0.004	0
Linezolid	Corynebacterium jeikeium	0.004	0
Moxifloxacin	Corynebacterium jeikeium	0.004	0
Oxacillin	Corynebacterium jeikeium	0.004	0
Piperacillin	Corynebacterium jeikeium	0.004	0
Rifampicin	Corynebacterium jeikeium	0.004	0
Tetracycline	Corynebacterium jeikeium	0.004	0
Trimethoprim-Sulfamethoxazole	Corynebacterium jeikeium	0.004	0
Vancomycin	Corynebacterium jeikeium	0.004	0
Benzylpenicillin	Corynebacterium pseudodiphtheriticum	0.004	0
Ciprofloxacin	Corynebacterium pseudodiphtheriticum	0.004	0
Clindamycin	Corynebacterium pseudodiphtheriticum	0.004	0
Gentamicin	Corynebacterium pseudodiphtheriticum	0.004	0
Linezolid	Corynebacterium pseudodiphtheriticum	0.004	0
Moxifloxacin	Corynebacterium pseudodiphtheriticum	0.004	0
Rifampicin	Corynebacterium pseudodiphtheriticum	0.004	0
Tetracycline	Corynebacterium pseudodiphtheriticum	0.004	0
Trimethoprim-Sulfamethoxazole	Corynebacterium pseudodiphtheriticum	0.004	0
Benzylpenicillin	Corynebacterium spp	0.004	0
Ceftobiprole	Corynebacterium spp	0.004	0
Ciprofloxacin	Corynebacterium spp	0.004	0
Clindamycin	Corynebacterium spp	0.004	0
Doripenem	Corynebacterium spp	0.004	0
Gentamicin	Corynebacterium spp	0.004	0
Imipenem	Corynebacterium spp	0.004	0
Linezolid	Corynebacterium spp	0.004	0
Moxifloxacin	Corynebacterium spp	0.004	0
Rifampicin	Corynebacterium spp	0.004	0
Tetracycline	Corynebacterium spp	0.004	0
Trimethoprim-Sulfamethoxazole	Corynebacterium spp	0.004	0
Vancomycin	Corynebacterium spp	0.004	0
Ampicillin	Corynebacterium striatum	0.004	0
Benzylpenicillin	Corynebacterium striatum	0.004	0
Cefazolin	Corynebacterium striatum	0.004	0
Cefuroxime	Corynebacterium striatum	0.004	0
Ciprofloxacin	Corynebacterium striatum	0.004	0
Clindamycin	Corynebacterium striatum	0.004	0
Doxycycline	Corynebacterium striatum	0.004	0
Gentamicin	Corynebacterium striatum	0.004	0
Imipenem	Corynebacterium striatum	0.004	0
Levofloxacin	Corynebacterium striatum	0.004	0
Linezolid	Corynebacterium striatum	0.004	0
Moxifloxacin	Corynebacterium striatum	0.004	0
Rifampicin	Corynebacterium striatum	0.004	0
Tetracycline	Corynebacterium striatum	0.004	0
Tigecycline	Corynebacterium striatum	0.004	0
Trimethoprim-Sulfamethoxazole	Corynebacterium striatum	0.004	0
Vancomycin	Corynebacterium striatum	0.004	0
Benzylpenicillin	Corynebacterium urealyticum	0.004	0
Ciprofloxacin	Corynebacterium urealyticum	0.004	0
Clindamycin	Corynebacterium urealyticum	0.004	0
Gentamicin	Corynebacterium urealyticum	0.004	0
Linezolid	Corynebacterium urealyticum	0.004	0
Moxifloxacin	Corynebacterium urealyticum	0.004	0
Rifampicin	Corynebacterium urealyticum	0.004	0
Tetracycline	Corynebacterium urealyticum	0.004	0
Trimethoprim-Sulfamethoxazole	Corynebacterium urealyticum	0.004	0
Vancomycin	Corynebacterium urealyticum	0.004	0
Tigecycline	Eikenella corrodens	0.004	0
Amikacin	Enterobacter aerogenes	0.004	0
Amoxicillin	Enterobacter aerogenes	0.004	0
Ampicillin-Sulbactam (ratio)	Enterobacter aerogenes	0.004	0
Aztreonam	Enterobacter aerogenes	0.004	0
Cefalothin (a.k.a. Cefalotin)	Enterobacter aerogenes	0.004	0
Cefazolin	Enterobacter aerogenes	0.004	0
Cefepime	Enterobacter aerogenes	0.004	0
Cefoperazone	Enterobacter aerogenes	0.004	0
Cefotaxime	Enterobacter aerogenes	0.004	0
Cefoxitin	Enterobacter aerogenes	0.004	0
Cefpodoxime	Enterobacter aerogenes	0.004	0
Ceftaroline	Enterobacter aerogenes	0.004	0
Ceftazidime	Enterobacter aerogenes	0.004	0
Ceftibuten	Enterobacter aerogenes	0.004	0
Ceftobiprole	Enterobacter aerogenes	0.004	0
Cefuroxime	Enterobacter aerogenes	0.004	0
Ciprofloxacin	Enterobacter aerogenes	0.004	0
Colistin	Enterobacter aerogenes	0.004	0
Doripenem	Enterobacter aerogenes	0.004	0
Doxycycline	Enterobacter aerogenes	0.004	0
Ertapenem	Enterobacter aerogenes	0.004	2
Fosfomycin	Enterobacter aerogenes	0.004	0
Gentamicin	Enterobacter aerogenes	0.004	0
Imipenem	Enterobacter aerogenes	0.004	0
Kanamycin	Enterobacter aerogenes	0.004	0
Levofloxacin	Enterobacter aerogenes	0.004	0
Loracarbef	Enterobacter aerogenes	0.004	0
Mecillinam	Enterobacter aerogenes	0.004	0
Meropenem	Enterobacter aerogenes	0.004	0
Minocycline	Enterobacter aerogenes	0.004	0
Moxifloxacin	Enterobacter aerogenes	0.004	0
Nalidixic acid	Enterobacter aerogenes	0.004	0
Piperacillin	Enterobacter aerogenes	0.004	0
Piperacillin-Tazobactam	Enterobacter aerogenes	0.004	0
Tetracycline	Enterobacter aerogenes	0.004	0
Ticarcillin	Enterobacter aerogenes	0.004	0
Ticarcillin-Clavulanic acid	Enterobacter aerogenes	0.004	0
Tigecycline	Enterobacter aerogenes	0.004	0
Tobramycin	Enterobacter aerogenes	0.004	0
Trimethoprim	Enterobacter aerogenes	0.004	0
Trimethoprim-Sulfamethoxazole	Enterobacter aerogenes	0.004	0
Amoxicillin	Enterobacter agglomerans	0.004	0
Ampicillin	Enterobacter agglomerans	0.004	0
Cefalothin (a.k.a. Cefalotin)	Enterobacter agglomerans	0.004	0
Cefuroxime	Enterobacter agglomerans	0.004	0
Ciprofloxacin	Enterobacter agglomerans	0.004	0
Gentamicin	Enterobacter agglomerans	0.004	0
Imipenem	Enterobacter agglomerans	0.004	0
Minocycline	Enterobacter agglomerans	0.004	0
Nalidixic acid	Enterobacter agglomerans	0.004	0
Piperacillin-Tazobactam	Enterobacter agglomerans	0.004	0
Streptomycin	Enterobacter agglomerans	0.004	0
Sulfamethoxazole	Enterobacter agglomerans	0.004	0
Tetracycline	Enterobacter agglomerans	0.004	0
Trimethoprim	Enterobacter agglomerans	0.004	0
Amikacin	Enterobacter amnigenus	0.004	0
Gentamicin	Enterobacter amnigenus	0.004	0
Amikacin	Enterobacter asburiae	0.004	0
Amikacin	Enterobacter cancerogenus	0.004	0
Amikacin	Enterobacter cloacae	0.004	0
Amoxicillin	Enterobacter cloacae	0.004	0
Ampicillin	Enterobacter cloacae	0.004	0
Ampicillin-Sulbactam (ratio)	Enterobacter cloacae	0.004	0
Aztreonam	Enterobacter cloacae	0.004	0
Cefalothin (a.k.a. Cefalotin)	Enterobacter cloacae	0.004	0
Cefazolin	Enterobacter cloacae	0.004	0
Cefepime	Enterobacter cloacae	0.004	0
Cefoperazone	Enterobacter cloacae	0.004	0
Cefotaxime	Enterobacter cloacae	0.004	0
Cefoxitin	Enterobacter cloacae	0.004	0
Cefpodoxime	Enterobacter cloacae	0.004	0
Ceftaroline	Enterobacter cloacae	0.004	0
Ceftazidime	Enterobacter cloacae	0.004	3
Ceftibuten	Enterobacter cloacae	0.004	0
Ceftobiprole	Enterobacter cloacae	0.004	0
Ceftriaxone	Enterobacter cloacae	0.004	0
Cefuroxime	Enterobacter cloacae	0.004	0
Chloramphenicol	Enterobacter cloacae	0.004	0
Ciprofloxacin	Enterobacter cloacae	0.004	423
Colistin	Enterobacter cloacae	0.004	0
Doripenem	Enterobacter cloacae	0.004	0
Doxycycline	Enterobacter cloacae	0.004	0
Ertapenem	Enterobacter cloacae	0.004	15
Gentamicin	Enterobacter cloacae	0.004	0
Imipenem	Enterobacter cloacae	0.004	7
Kanamycin	Enterobacter cloacae	0.004	0
Levofloxacin	Enterobacter cloacae	0.004	0
Loracarbef	Enterobacter cloacae	0.004	0
Mecillinam	Enterobacter cloacae	0.004	0
Meropenem	Enterobacter cloacae	0.004	216
Minocycline	Enterobacter cloacae	0.004	0
Moxifloxacin	Enterobacter cloacae	0.004	0
Nalidixic acid	Enterobacter cloacae	0.004	0
Piperacillin	Enterobacter cloacae	0.004	0
Piperacillin-Tazobactam	Enterobacter cloacae	0.004	0
Streptomycin	Enterobacter cloacae	0.004	0
Sulbactam	Enterobacter cloacae	0.004	0
Sulfamethoxazole	Enterobacter cloacae	0.004	0
Tetracycline	Enterobacter cloacae	0.004	0
Ticarcillin	Enterobacter cloacae	0.004	0
Ticarcillin-Clavulanic acid	Enterobacter cloacae	0.004	0
Tigecycline	Enterobacter cloacae	0.004	0
Tobramycin	Enterobacter cloacae	0.004	0
Trimethoprim	Enterobacter cloacae	0.004	0
Trimethoprim-Sulfamethoxazole	Enterobacter cloacae	0.004	0
Amoxicillin	Enterobacter dissolvens	0.004	0
Ampicillin	Enterobacter dissolvens	0.004	0
Cefalothin (a.k.a. Cefalotin)	Enterobacter dissolvens	0.004	0
Cefuroxime	Enterobacter dissolvens	0.004	0
Chloramphenicol	Enterobacter dissolvens	0.004	0
Ciprofloxacin	Enterobacter dissolvens	0.004	0
Gentamicin	Enterobacter dissolvens	0.004	0
Imipenem	Enterobacter dissolvens	0.004	0
Minocycline	Enterobacter dissolvens	0.004	0
Nalidixic acid	Enterobacter dissolvens	0.004	0
Norfloxacin	Enterobacter dissolvens	0.004	0
Piperacillin-Tazobactam	Enterobacter dissolvens	0.004	0
Streptomycin	Enterobacter dissolvens	0.004	0
Sulfamethoxazole	Enterobacter dissolvens	0.004	0
Tetracycline	Enterobacter dissolvens	0.004	0
Amikacin	Enterobacter gergoviae	0.004	0
Gentamicin	Enterobacter gergoviae	0.004	0
Amikacin	Enterobacter hormaechei	0.004	0
Amikacin	Enterobacter intermedium	0.004	0
Gentamicin	Enterobacter intermedium	0.004	0
Amikacin	Enterobacter sakazakii	0.004	0
Ampicillin-Sulbactam (ratio)	Enterobacter sakazakii	0.004	0
Cefepime	Enterobacter sakazakii	0.004	0
Ceftobiprole	Enterobacter sakazakii	0.004	0
Gentamicin	Enterobacter sakazakii	0.004	0
Imipenem	Enterobacter sakazakii	0.004	0
Tobramycin	Enterobacter sakazakii	0.004	0
Amoxicillin	Enterobacter spp	0.004	0
Ampicillin-Sulbactam (ratio)	Enterobacter spp	0.004	0
Aztreonam	Enterobacter spp	0.004	0
Cefadroxil	Enterobacter spp	0.004	0
Cefalexin	Enterobacter spp	0.004	0
Cefalothin (a.k.a. Cefalotin)	Enterobacter spp	0.004	0
Cefazolin	Enterobacter spp	0.004	0
Cefixime	Enterobacter spp	0.004	0
Cefotaxime	Enterobacter spp	0.004	0
Cefpirome	Enterobacter spp	0.004	0
Cefpodoxime	Enterobacter spp	0.004	0
Ceftazidime	Enterobacter spp	0.004	0
Ceftibuten	Enterobacter spp	0.004	0
Ceftriaxone	Enterobacter spp	0.004	0
Cefuroxime	Enterobacter spp	0.004	0
Chloramphenicol	Enterobacter spp	0.004	0
Ciprofloxacin	Enterobacter spp	0.004	14
Colistin	Enterobacter spp	0.004	0
Doripenem	Enterobacter spp	0.004	0
Doxycycline	Enterobacter spp	0.004	0
Ertapenem	Enterobacter spp	0.004	0
Fosfomycin	Enterobacter spp	0.004	0
Gatifloxacin	Enterobacter spp	0.004	0
Gentamicin	Enterobacter spp	0.004	0
Imipenem	Enterobacter spp	0.004	0
Levofloxacin	Enterobacter spp	0.004	0
Loracarbef	Enterobacter spp	0.004	0
Mecillinam	Enterobacter spp	0.004	0
Meropenem	Enterobacter spp	0.004	1
Minocycline	Enterobacter spp	0.004	0
Moxifloxacin	Enterobacter spp	0.004	0
Nalidixic acid	Enterobacter spp	0.004	0
Netilmicin	Enterobacter spp	0.004	0
Nitrofurantoin	Enterobacter spp	0.004	0
Norfloxacin	Enterobacter spp	0.004	0
Ofloxacin	Enterobacter spp	0.004	0
Piperacillin	Enterobacter spp	0.004	0
Piperacillin-Tazobactam	Enterobacter spp	0.004	0
Sparfloxacin	Enterobacter spp	0.004	0
Streptomycin	Enterobacter spp	0.004	0
Sulfamethoxazole	Enterobacter spp	0.004	0
Tetracycline	Enterobacter spp	0.004	0
